Calculation1,City,County/State/ Territory,Measure Names,School,Uad Uc Ethn 6 Cat,Measure Values
GRANADA HIGH SCHOOL51423,Livermore,Alameda,adm,GRANADA HIGH SCHOOL,All,15
GRANADA HIGH SCHOOL51423,Livermore,Alameda,app,GRANADA HIGH SCHOOL,All,25
HAYWARD HIGH SCHOOL51150,Hayward,Alameda,enr,HAYWARD HIGH SCHOOL,Hispanic/ Latino,
HAYWARD HIGH SCHOOL51150,Hayward,Alameda,adm,HAYWARD HIGH SCHOOL,Hispanic/ Latino,4
HAYWARD HIGH SCHOOL51150,Hayward,Alameda,app,HAYWARD HIGH SCHOOL,Hispanic/ Latino,7
HAYWARD HIGH SCHOOL51150,Hayward,Alameda,enr,HAYWARD HIGH SCHOOL,African American,
HAYWARD HIGH SCHOOL51150,Hayward,Alameda,adm,HAYWARD HIGH SCHOOL,African American,3
HAYWARD HIGH SCHOOL51150,Hayward,Alameda,app,HAYWARD HIGH SCHOOL,African American,5
HAYWARD HIGH SCHOOL51150,Hayward,Alameda,enr,HAYWARD HIGH SCHOOL,All,
HAYWARD HIGH SCHOOL51150,Hayward,Alameda,adm,HAYWARD HIGH SCHOOL,All,9
HAYWARD HIGH SCHOOL51150,Hayward,Alameda,app,HAYWARD HIGH SCHOOL,All,15
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,enr,IMPACT ACAD ARTS/TECHNOLOGY,Hispanic/ Latino,
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,adm,IMPACT ACAD ARTS/TECHNOLOGY,Hispanic/ Latino,5
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,app,IMPACT ACAD ARTS/TECHNOLOGY,Hispanic/ Latino,14
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,enr,IMPACT ACAD ARTS/TECHNOLOGY,All,
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,adm,IMPACT ACAD ARTS/TECHNOLOGY,All,6
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,app,IMPACT ACAD ARTS/TECHNOLOGY,All,17
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,enr,IRVINGTON HIGH SCHOOL,Domestic Unknown,
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,adm,IRVINGTON HIGH SCHOOL,Domestic Unknown,7
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,app,IRVINGTON HIGH SCHOOL,Domestic Unknown,7
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,enr,IRVINGTON HIGH SCHOOL,White,
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,adm,IRVINGTON HIGH SCHOOL,White,4
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,app,IRVINGTON HIGH SCHOOL,White,7
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,enr,IRVINGTON HIGH SCHOOL,Asian,17
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,adm,IRVINGTON HIGH SCHOOL,Asian,90
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,app,IRVINGTON HIGH SCHOOL,Asian,124
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,enr,IRVINGTON HIGH SCHOOL,All,18
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,adm,IRVINGTON HIGH SCHOOL,All,105
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,app,IRVINGTON HIGH SCHOOL,All,145
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,enr,JAMES LOGAN HIGH SCHOOL,Asian,3
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,adm,JAMES LOGAN HIGH SCHOOL,Asian,30
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,app,JAMES LOGAN HIGH SCHOOL,Asian,53
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,enr,JAMES LOGAN HIGH SCHOOL,Hispanic/ Latino,
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,adm,JAMES LOGAN HIGH SCHOOL,Hispanic/ Latino,4
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,app,JAMES LOGAN HIGH SCHOOL,Hispanic/ Latino,12
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,enr,JAMES LOGAN HIGH SCHOOL,All,7
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,adm,JAMES LOGAN HIGH SCHOOL,All,41
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,app,JAMES LOGAN HIGH SCHOOL,All,75
JOHN F KENNEDY HIGH SCHOOL50966,Fremont,Alameda,enr,JOHN F KENNEDY HIGH SCHOOL,Asian,
JOHN F KENNEDY HIGH SCHOOL50966,Fremont,Alameda,adm,JOHN F KENNEDY HIGH SCHOOL,Asian,6
JOHN F KENNEDY HIGH SCHOOL50966,Fremont,Alameda,app,JOHN F KENNEDY HIGH SCHOOL,Asian,8
JOHN F KENNEDY HIGH SCHOOL50966,Fremont,Alameda,enr,JOHN F KENNEDY HIGH SCHOOL,Hispanic/ Latino,
JOHN F KENNEDY HIGH SCHOOL50966,Fremont,Alameda,adm,JOHN F KENNEDY HIGH SCHOOL,Hispanic/ Latino,
JOHN F KENNEDY HIGH SCHOOL50966,Fremont,Alameda,app,JOHN F KENNEDY HIGH SCHOOL,Hispanic/ Latino,5
JOHN F KENNEDY HIGH SCHOOL50966,Fremont,Alameda,enr,JOHN F KENNEDY HIGH SCHOOL,All,
JOHN F KENNEDY HIGH SCHOOL50966,Fremont,Alameda,adm,JOHN F KENNEDY HIGH SCHOOL,All,10
JOHN F KENNEDY HIGH SCHOOL50966,Fremont,Alameda,app,JOHN F KENNEDY HIGH SCHOOL,All,17
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,enr,KIPP KING COLLEGIATE HIGH SCH,Asian,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,adm,KIPP KING COLLEGIATE HIGH SCH,Asian,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,app,KIPP KING COLLEGIATE HIGH SCH,Asian,6
