RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03
97844,94710,Berkeley,CA,San Francisco,Alameda,9033,160489,157754,156708,156010,154303,152128,150539,152544,157898,163028,166831,169126,169743,170459,171534,172443,174041,175333,175735,175653,176001,177524,179491,181115,182380,183003,183097,182909,183264,184362,185668,186071,186414,187196,188848,192356,198143,204199,208464,212350,216564,221280,226143,232583,241364,252172,261247,269948,282841,297456,309580,321699,336303,348574,355540,356518,350075,337855,327588,321980,317875,314428,312201,311424,312127,316077,322965,329441,333929,337779,340215,341920,344443,348255,354751,363981,371302,375378,379419,383901,387351,391477,399176,406434,408689,408918,410142,410064,408512,409071,412884,418922,426429,434507,442722,451176,461135,472338,485232,497506,509282,519268,527447,535643,545287,554833,564404,574268,583670,591896,594833,592881,589744,587788,584665,582046,579909,580309,582009,581856,577371,572818,568673,566483,566424,567091,566432,564099,563011,563827,564541,565526,564371,555761,543260,531277,522368,515526,506519,495460,488984,483714,472166,459608,453902,450855,453081,461350,467246,467860,468652,469580,471261,473475,474511,474694,474107,473568,470091,463168,457185,456228,462916,474256,482382,484142,486775,488177,486010,487578,495646,502141,504630,502407,496873,489729,478119,466280,459653,454267,448102,441384,431446,421171,414744,412546,411938,412627,413372,414225,415567,418262,422278,428016,433628,442563,453798,464604,472345,479153,487628,499916,514612,531117,550461,570189,590425,602693,605807,607606,613837,621247,630617,640620,647213,652885,655565,654586,653818,658288,664457,671472,679196,684258,685288,686442,691749,702950,715920,725425,733058,742660,754788,766723,774697,782331,792423,799521,796801,794087,800962,812770,817761,822158,828842,830247,824850,822459,830244,841420,854461,869218,885946,897889,910661,918801,925143,932562,940364,948083,958530,977627,1000493,1018220
97753,94546,Castro Valley,CA,San Francisco,Alameda,1051,200590,200508,200122,199821,199508,199223,199208,199941,201575,203813,205336,205622,205523,205978,207171,209131,210978,212253,213291,214715,217449,221514,225472,227865,229803,232293,235109,237700,241015,244291,246479,247840,249789,252236,254535,256074,257106,259212,261797,264374,267038,271843,278415,285772,293072,300358,306312,312702,322471,331462,337320,341387,345029,347930,351085,353449,354487,353867,354213,356872,359591,361318,363736,366032,367868,369024,370016,371047,372274,373829,376109,379021,382246,386766,392154,398618,405368,411951,417511,422624,426677,430487,434569,438070,439924,441179,442821,444564,445692,447170,450880,456192,462303,469009,477237,486193,495699,504934,515306,526318,538172,549989,561711,573459,585145,595371,604377,613507,622264,630786,637978,643422,646984,650335,651742,651171,649353,648568,648997,649083,646683,643785,640161,635936,632846,631759,630134,627388,625904,626468,625617,623054,619365,613693,608144,602699,594850,584714,573821,561746,552458,544062,530400,514793,504383,495980,486886,480087,475610,472599,470117,467778,465371,463595,460838,456370,450680,445084,440701,438488,438528,440602,445422,451427,453789,452836,453114,454049,453930,455567,457480,455327,449494,440405,431704,425186,419893,413730,409694,406434,402514,397162,393577,392466,392363,389635,385051,383238,385193,387813,389925,392466,395444,399499,404053,410141,418085,428520,438762,446661,452637,458914,468131,481103,496665,511638,524371,532611,539088,545801,551683,554221,555461,557738,560477,564358,568726,572171,574562,576896,578748,581423,586275,591589,594838,598839,606659,617052,626255,633955,641301,648418,654833,660649,663495,666128,671392,676659,679266,682517,686639,689741,689481,689632,690580,693295,696372,700049,704910,712355,717874,720978,725196,732274,739724,745016,749626,756291,766121,776816,786449,798630,809121,814449
97759,94552,Castro Valley,CA,San Francisco,Alameda,7395,277556,277957,278831,279782,281127,283247,285269,287641,289452,290387,291041,292119,294351,297787,301079,304521,308830,311923,313677,315914,320341,326107,330658,333780,337173,340224,342697,345257,348029,351852,355477,357710,360474,365303,369992,371938,372609,374771,377970,380907,384625,390384,397856,406364,416688,428342,439810,452217,468254,483424,494015,500178,504236,507699,510253,511738,513890,515601,517414,522564,528811,532939,536383,539952,541817,543379,547174,551659,552089,549073,545761,543839,543341,545471,549266,553507,557970,561548,564700,567862,570032,571659,575436,580675,583112,582481,583412,587666,592710,598110,605821,614996,623943,633088,643069,652397,661146,670084,682232,696554,710640,723437,735832,748290,762095,776060,789022,800431,810636,821760,830581,835222,837424,839768,838431,835150,832127,831215,832328,834200,834158,833482,830787,826403,822912,821785,821242,820076,819215,820363,819843,813541,802677,790483,781795,775426,767823,757076,744430,730561,722027,715747,701739,684899,675304,667408,657185,649405,643764,639261,635328,631431,627414,624362,620175,614356,606814,598776,592148,588505,589227,592983,597735,601451,601513,599094,598289,599668,601332,605685,608933,609000,607684,603456,598683,596575,592814,584552,580215,577191,573619,570783,570384,566872,560890,553205,547140,543812,544109,545926,550402,557349,563358,565310,567534,575381,585298,595895,606484,616052,623532,630134,637615,648225,662425,679095,695318,704924,711091,717569,724452,729874,734975,740728,745560,751192,758984,766017,769727,772336,773349,774593,778837,783856,787343,792574,799181,806747,814627,823234,829260,835673,844792,855172,858562,861313,867245,873285,875947,880601,885623,889820,890782,894332,899709,906718,910985,913035,918334,929122,936510,939875,944688,950385,958103,963792,965162,967239,974258,983301,992690,1004582,1016643,1025627
97774,94568,Dublin,CA,San Francisco,Alameda,426,261003,261120,262163,264004,266051,267103,267500,268440,271300,274275,276087,277030,276725,275155,273500,272321,271656,272539,275398,280465,286437,292155,296632,299335,300636,301256,301050,300504,301050,303550,306403,306463,305986,307455,309633,312079,319486,332863,346980,358954,369507,379450,388390,397975,408518,419089,427309,435644,446451,454968,459528,462270,463376,463827,464792,465191,464125,462760,464459,469610,473803,475774,478178,480864,484851,489108,493283,496927,498514,498125,497539,496760,496029,497787,501973,506773,511021,514325,517128,519738,522929,526364,530082,532788,532925,531733,532151,534794,537851,541721,547948,555704,564268,572967,582088,591191,600497,610209,621209,632330,644505,657682,670814,684349,698578,712614,727087,742281,756682,769622,778976,785812,790349,794015,794931,794552,792202,790486,788969,786538,782070,778440,774589,771671,767839,761739,753440,745174,738563,735261,732047,728122,722612,714623,708232,702888,695021,685563,676768,667154,661179,655676,643585,629881,622820,616254,606919,599051,593324,588998,585400,582337,580045,578875,575786,570099,563099,556467,551432,548636,549916,553789,558513,562421,563678,562866,564644,566385,565282,565764,566029,562325,557407,552764,549791,548311,545450,540262,538578,537471,534256,528981,528002,530858,534885,534156,531795,531676,532803,532312,532860,537326,545426,554333,558760,561309,565090,572490,580781,588311,594585,600930,607533,618382,633655,650714,668068,682237,692801,703726,712916,718953,724924,731830,737739,744608,750821,755525,759834,765270,767167,767283,769925,774193,778104,783389,791978,801572,808357,812497,817205,822320,829212,835575,836256,836424,841210,845810,847638,852257,860467,868027,871908,874392,875050,876333,880537,886247,892778,901605,906972,908305,911822,918616,926451,932377,935313,939289,945526,951317,956708,974013,994234,1006641
97743,94536,Fremont,CA,San Francisco,Alameda,167,221205,221274,221668,222241,223083,224210,225392,226856,228937,231446,233852,235564,236933,238811,241785,245327,248723,251701,254715,258284,262842,267882,272252,275423,278004,280624,283380,285580,287278,288814,290328,291486,293271,296163,299332,301645,303639,306187,308967,312311,316944,324224,333037,342058,351471,361694,370538,379962,393868,406974,415466,422680,430506,436938,442313,446919,450960,453524,455641,458421,459513,459205,459608,459323,457568,455041,452337,448916,443718,438041,434388,433264,433991,437714,443859,450173,455252,459956,464704,469430,473421,476752,480464,483970,484944,483806,483039,483774,485029,487222,491805,497994,504823,511840,519627,527411,536296,546384,557416,568433,579983,591093,601338,612309,624329,636545,648140,659811,671607,682409,689694,694350,698357,702707,704339,703720,701999,701463,702542,703071,699622,695725,692779,690921,689283,687028,683570,681011,680187,680250,678990,676700,672150,664771,658597,653172,645101,635538,626457,615602,608112,602446,590922,576687,568842,562679,555561,550758,547495,544339,541450,539187,537717,537384,535629,531564,525812,520292,515594,512684,513552,517039,521957,527894,531309,531780,532795,534388,536105,540960,544693,542933,538223,532255,527516,523377,517331,508246,503198,499977,495461,489918,487479,487100,488170,487402,485372,485531,488163,490735,493877,497909,501803,505353,508996,515046,522808,534398,547448,558554,566940,576077,586824,602085,622714,644944,665100,679325,687985,693281,697049,698168,698160,700444,704748,711470,718014,721587,723631,727567,730156,732261,737748,745107,751258,757842,768473,782487,795347,805665,814331,821641,830784,841613,846914,851121,861578,874232,881735,887992,895385,901837,903920,907455,912045,916290,919591,923538,928672,936365,940770,941905,943890,948663,955965,963440,970278,978921,989277,1000844,1015228,1034634,1051419,1061626
97745,94538,Fremont,CA,San Francisco,Alameda,346,191166,190941,191435,192637,194323,195815,196997,198474,200796,203365,205336,206293,207448,209276,211523,213777,216372,219188,222038,224822,228146,232129,235875,239107,241731,243743,245671,247802,249772,251567,252858,253702,255130,257610,260279,262551,264723,267327,269716,272317,275946,281572,288365,295440,303178,312033,320105,328512,340393,352585,361871,369135,375432,379969,384018,388431,392311,393647,394695,397542,399903,400676,401579,401594,400511,399761,399413,398053,395481,393051,391581,391293,392072,395089,400136,405626,409922,413609,417651,421575,424187,426323,429241,431676,432259,431950,432059,433342,435295,437758,441667,446957,452648,458552,465599,473530,481638,489875,499061,508587,518538,528584,538016,548322,560365,572091,582456,592497,602722,612726,620428,626058,630556,634829,637239,637508,635584,634712,635817,636184,633050,629212,626623,625194,624011,622697,621142,619823,620199,621579,621998,621895,620367,615683,611530,607777,601104,591930,582520,571856,564445,558277,546022,530826,520850,511767,500877,492524,486893,482465,478409,474853,471683,469279,465604,460446,454187,448169,441595,435057,431614,432424,435430,439311,441140,440916,441464,442081,443246,448052,452582,452632,450860,448378,446690,445074,441162,434999,431204,428786,425095,419585,417126,418625,421986,420923,416268,413007,413250,414226,417498,421668,425166,429604,435376,442255,449033,457374,466894,475919,483292,491230,500827,513875,530323,546842,562373,574515,582513,588985,595636,600430,604736,610148,615454,621475,627903,634034,640153,646160,650837,656228,662639,668519,673022,679090,688159,699774,711333,720843,726785,731955,739474,747074,750313,753901,760549,766548,770059,775407,781139,785342,786522,789398,791864,795290,800338,807670,816731,828379,836998,843935,852815,862406,872351,880517,887080,895708,908547,924035,940985,960777,977475,987761
97746,94539,Fremont,CA,San Francisco,Alameda,1319,323392,323440,324401,325841,329273,334982,340900,346236,351888,357446,363605,369595,374504,379014,384208,389346,394175,398467,403149,408756,415497,422593,429035,433612,437625,442319,447665,452576,455769,457239,458105,458836,459624,460846,463753,467149,469500,471807,473983,475439,478974,488129,500713,513916,527829,542620,555108,569283,591369,615418,634821,651470,665448,676150,684075,690659,696212,699609,701719,705549,707078,704848,703160,702177,701675,701268,702465,701202,691905,679945,672093,667638,665858,668911,675303,684624,694351,701913,706294,709679,714480,721221,728291,733853,735811,733775,729637,725297,719428,713677,713035,719185,729393,740298,750995,761129,770791,781628,795463,810782,827511,843954,857332,869390,882618,895422,907598,919540,930992,941457,946704,946909,945314,944283,942871,942343,940501,938745,940078,941068,936684,931337,929640,930169,930518,931533,933400,934022,934428,937316,941231,948303,953258,950533,948173,950889,953257,953412,947938,936128,930789,929998,916909,895199,885031,882653,878167,874070,872054,870733,870672,871950,873913,877049,877790,875569,870094,863938,858624,853536,851131,854253,863178,874778,882256,885167,888619,891828,894762,902318,907590,906082,902004,894050,886470,880702,871314,856241,849353,846347,840261,830699,827316,828681,834713,837857,837245,837315,841126,844208,850389,860761,871875,886417,902815,917448,926797,937529,949340,961595,973423,986979,1000593,1017550,1043270,1069597,1089552,1104081,1117225,1127915,1137688,1144735,1149664,1156947,1165173,1175821,1186437,1195373,1203620,1215160,1224428,1232801,1244040,1258091,1270315,1283664,1302126,1326870,1351328,1369790,1383933,1395866,1410340,1429572,1443912,1451139,1461153,1472740,1479469,1486179,1492333,1493892,1490272,1491602,1494899,1499764,1503936,1509969,1521191,1540011,1553476,1561224,1567596,1575060,1585943,1596770,1603201,1613263,1629686,1648653,1668172,1694266,1717864,1733113
97761,94555,Fremont,CA,San Francisco,Alameda,3477,207428,207149,207309,207838,208872,210222,211535,213108,215359,218156,220857,223126,225075,226726,228395,230623,233205,235806,238910,242697,246862,250767,254006,256517,258710,261050,263991,266975,269650,271785,273312,274593,276929,280028,282681,284410,286225,289244,292327,295101,298574,304727,312613,321004,330062,340341,350023,360267,374481,389029,400323,409624,417781,423433,427874,431601,433904,434501,435720,438595,440723,440851,440789,440992,441597,441755,440847,437918,433033,428253,425599,424710,424692,426594,431375,437154,442112,446501,450140,453276,456530,460017,463393,466529,467522,467322,467024,467551,468585,470868,475140,481397,488427,495529,503501,511529,519691,528421,538040,547369,557508,568471,580064,592794,606268,618556,629978,641829,653736,664402,672399,678127,681336,683412,684126,683491,681117,679867,680072,679384,675711,672053,669049,666506,663610,661085,658840,656961,656643,658115,658317,656891,653598,647642,642686,638566,632393,624139,615229,605021,598490,592650,580209,565721,558295,553783,547623,542270,538312,535495,532935,531142,529964,529732,528434,525376,520478,515196,510962,509827,513084,519028,526185,533119,535950,536267,538211,540317,541215,544453,546924,544862,540334,533406,525995,519539,512853,504730,501032,498450,493239,486039,482102,481043,482094,480140,476008,473405,474341,476061,477471,479974,484536,489477,493714,499015,504829,514851,528565,541070,549920,557588,566964,580597,599457,621081,642440,658784,671408,682409,689117,690612,692589,698472,705848,715705,724631,730553,735336,738861,736024,732114,737751,752002,765485,775708,787643,802666,817207,828296,836229,844842,857550,870826,876631,879684,885421,891368,893487,897222,903373,908431,907512,908347,910750,914140,916783,919724,925040,935733,942398,942290,942633,947084,954251,960833,966851,975047,985058,997209,1010955,1027791,1044081,1056545
97751,94544,Hayward,CA,San Francisco,Alameda,256,161998,162369,162805,163364,164202,164851,165259,165718,166485,167493,168225,168278,168206,168639,169732,171126,172475,173692,175013,176602,179102,182187,184981,186772,187696,188152,188655,189259,190064,190999,191793,192584,193747,195302,196856,198181,199760,202425,205471,208642,212430,218188,225041,231716,238590,246434,253577,260667,270067,278880,284809,289014,292840,295722,298659,301202,302759,302419,302818,305463,308634,310900,313734,316888,319582,321549,323198,325064,326781,328723,330515,332453,334294,336998,340561,344722,348550,351900,354698,357664,360974,364357,367743,370582,372084,373404,375669,378505,380728,383347,387767,393333,399272,405523,412455,419524,427002,434852,443758,452551,461167,469640,477594,485445,493888,502369,511180,520568,529763,538537,545811,551869,557579,563411,567359,569240,568696,568440,570128,572863,573977,575029,576695,578101,577806,576593,575417,573955,573228,573436,572775,571384,569124,564436,559730,554332,546438,535991,524714,512133,502150,493213,477525,456953,439829,424462,406589,391279,380274,371696,362787,354107,345603,337960,329737,320566,310787,301365,292588,284977,280225,278436,279164,280999,282083,281706,282521,283903,285182,288064,291484,293041,293072,292640,292107,291359,289508,286173,283499,281531,278813,275147,274122,274444,274800,272497,269038,266810,266532,266149,267320,270568,274287,276383,277299,280218,284044,288243,293278,299100,304578,310834,317905,326018,336797,350710,365034,375501,382558,388586,394047,397406,399419,401950,405959,412088,418581,423942,428612,433237,436465,438823,441750,445360,448645,452457,457400,462214,465394,468066,471795,475892,481001,486562,488892,490151,494380,500386,505670,512374,520164,527381,530500,532160,533745,537291,541746,547035,553309,561738,567192,569351,572169,577203,583665,590297,596038,602342,610359,619133,627585,638365,648209,654312
97748,94541,Hayward,CA,San Francisco,Alameda,349,160276,160106,159976,160015,160359,160938,161667,162432,163477,164865,166167,166736,166989,167758,169042,170251,171436,172547,173560,175027,177182,179547,181457,182782,183714,184532,185469,186356,187342,188259,188821,189169,190228,191848,193646,194768,195818,198061,200934,203968,207613,212629,218616,225089,231635,238693,245260,252542,262194,270892,276652,281015,284586,286896,288494,289707,290946,291447,291949,293903,295759,296993,299093,302308,305701,308811,311933,314901,317020,318485,320379,323027,326118,329497,333222,336956,340341,343398,346116,348559,350665,352625,355135,357848,359703,361303,364037,367608,370874,374290,379532,385990,392679,399562,407155,414669,422376,430409,439327,448409,457522,466673,475373,483987,493207,502630,511605,520417,528702,536879,543440,547655,550751,554780,558119,559767,559922,560758,562648,563650,562268,560892,560018,559560,558889,557942,556127,554166,553536,553737,553104,553023,552404,548768,545289,541450,533478,522445,512015,501084,491638,482887,468861,451226,438026,427487,412709,397072,384574,375001,365693,356851,347889,339297,330086,319862,308956,297890,289111,283473,280783,279935,281155,283411,284953,285172,285763,286422,286731,288879,291669,292754,292572,291077,289058,287184,284712,280997,278627,276953,274749,271873,270751,271348,273098,272462,268503,264983,264372,264564,265799,268442,271072,273318,275148,277570,280056,283945,289305,294273,297953,302422,308993,318399,330123,342152,354718,365299,372851,379223,385829,390730,394353,398389,402922,408172,413177,416969,419059,420734,422179,424426,427755,431662,435281,439479,444855,451234,457948,464794,470878,476161,481715,487382,491337,495857,501677,506766,509255,512175,516087,519396,519574,520185,521180,523607,527653,532585,537788,545306,551884,555791,560019,566147,573656,579426,583680,588892,596426,605239,614964,626981,637412,643700
97752,94545,Hayward,CA,San Francisco,Alameda,3886,170312,169890,169646,169468,169606,169979,170286,170766,171625,173050,174493,175361,175634,175969,176972,178514,180137,181493,182674,184059,186299,189167,191509,192552,193215,194287,195614,196606,197602,199202,201103,202645,204597,207082,209227,210748,212143,214037,216640,220453,225327,231460,238269,245392,253082,261185,268437,277018,288906,299780,307009,311763,314874,316293,317179,317639,317346,316194,316378,318923,321800,324284,327239,330423,333365,336030,338408,340441,342197,343824,345816,347807,349905,352953,357374,362035,366416,370383,373946,377463,380405,382837,385226,387543,388752,389661,390919,392611,394251,396694,400974,406359,412124,418317,425262,432057,438691,445295,452848,460716,469104,478233,487953,497935,508259,517968,526762,535839,545589,555200,562915,569069,573788,577793,579977,580843,580529,581574,583608,584543,582942,582825,584424,585996,586078,585856,584905,583551,582347,582071,581929,582677,581799,577125,572714,567628,558251,546174,534217,521169,511920,503363,488741,470421,455736,441870,425328,409039,395919,385818,376081,366393,357095,348924,340057,330203,319471,308941,299003,292726,291478,292103,293420,295756,297392,297934,299586,301395,304925,311047,316616,317989,317210,315416,315012,315080,313255,308348,304433,300470,295667,290312,288091,288760,290365,289587,287006,285975,287453,289475,292352,296907,300631,303130,305643,309911,313917,318247,323082,327949,331293,335320,341325,350206,361558,373899,385126,393542,400842,408650,415780,419980,422178,425096,428948,434840,440920,445991,450450,454851,456809,457882,459659,461363,462978,466330,472083,478116,481631,484745,489209,493674,497840,501594,502318,503847,509056,514911,519389,524794,531604,538755,544081,548809,552096,555380,559620,565462,573252,583303,589445,591943,596281,603590,611713,616055,618460,624426,634233,642755,650509,660827,670369,676080
97749,94542,Hayward,CA,San Francisco,Alameda,7331,260685,261573,262427,262633,263190,264077,264246,264253,265289,266805,267792,268134,268219,268851,270349,271983,272937,273597,275628,278947,282730,286632,290777,294257,296787,298337,300414,304056,308363,312110,314081,314736,317833,323565,328800,333240,338027,342282,345934,349650,353655,360836,370830,381618,392616,404010,412486,420105,431476,442194,448100,450929,454412,457713,461332,464948,467582,467655,467883,470077,471968,473606,476640,480810,485609,489864,492706,495203,494289,490574,489423,491841,494610,499311,505352,510069,512683,514980,518708,522899,526521,529627,531974,532876,532684,532731,534866,539401,543525,547160,552434,559691,568414,577439,586336,594963,604474,614654,626011,637672,649591,661234,672124,682592,693444,705605,719790,734054,745436,754378,762274,769917,777827,785304,789895,791588,790872,790788,792078,793618,793245,791819,787251,779803,771537,765638,759580,752692,748364,748375,749453,751183,749437,741981,734935,729445,721072,709402,696630,683074,675391,668469,651289,630006,618129,611895,605200,598253,590338,582863,576279,570228,564454,559522,552866,544470,534332,523856,515363,511454,513112,516558,519841,522108,519804,514314,513877,513411,509812,508475,505925,499105,492503,486333,481560,478930,475475,470575,467269,464198,462235,461243,462623,464622,466117,463651,459355,456975,457489,457602,457997,460628,463450,463831,463349,465305,469263,476133,484279,491155,496949,502737,509331,519666,534997,551068,564872,573085,577594,582949,590287,597706,603430,609777,617756,626557,633404,640548,648095,656483,663197,668690,674068,678772,682163,687381,694854,704207,710650,711631,711444,712975,716536,719816,720706,721636,726625,732635,736263,737946,740021,743263,745857,750446,752754,753076,753011,756608,763734,773830,780023,784459,790130,799279,810599,820041,827212,838185,850799,860053,867292,877720,888931,897504
97757,94550,Livermore,CA,San Francisco,Alameda,1013,225738,226462,227040,227273,227528,228296,229415,230681,232745,235534,237935,239426,240223,240938,242448,244841,247205,249218,251255,253844,257394,261283,264541,266292,267373,268930,271235,273437,276273,279409,282098,283807,286621,290779,294855,297940,300888,304786,308867,313139,317690,324201,332226,341474,351095,360940,368968,377148,389192,400597,408128,413790,418615,421312,423161,424360,424480,422811,422040,423764,424870,424385,424625,425555,426638,427200,428042,428281,426516,424056,423572,424621,426219,429805,435252,441041,446108,450405,453045,455015,456953,459128,461657,463794,465016,465939,467466,469748,472343,476194,482940,491437,500835,510901,521267,531305,541994,553019,564362,575029,585618,596012,606314,617791,630374,642426,653353,664671,675597,686299,694262,699448,702643,706765,708428,707254,704074,702428,703071,703476,699511,694048,689199,686199,683873,680802,677343,674525,672229,670858,669126,666659,663088,656134,648577,641148,633068,624124,614977,604063,596786,590007,576339,560335,550775,543824,537202,532626,528358,524276,520701,517531,514830,513051,509888,505264,499487,493854,488982,485766,485732,488621,492662,496127,495909,493418,493490,494659,495401,499505,502258,500299,495406,488574,482414,478304,474223,469749,467990,465750,460712,452571,447373,445192,446033,445741,444963,446803,451515,454620,457238,460511,463934,467881,472998,480144,487409,495286,503203,509492,514807,521321,529602,541309,557533,575215,591016,601720,609709,617945,625785,630170,632529,635734,640970,649330,658619,665881,671159,677134,682149,685171,688108,692965,697887,702847,708569,714941,720355,726291,732172,737019,742923,749977,752873,754887,758884,762436,764424,769216,774101,775477,772007,770451,768412,767324,768561,771768,776049,782842,786368,788107,793395,801229,810432,817626,821970,827535,835616,844452,854386,870697,885939,895090
97758,94551,Livermore,CA,San Francisco,Alameda,1931,199985,199558,199440,199465,199567,199848,200038,200364,201518,203505,205206,206172,206667,207216,208725,211112,213488,215337,216758,218297,221128,224286,226899,228860,230395,231760,233517,235188,236660,237997,239440,241177,243473,246232,248606,249895,251085,253564,256407,259582,263782,270150,277949,286307,294585,303274,310791,318393,328989,338912,344900,348988,352592,355200,357731,359770,360042,358671,359119,362582,365912,367815,369970,372039,373809,374746,375165,374878,373467,371974,371994,373445,375048,377299,380789,385076,388901,392080,394643,397085,399687,402492,405306,407479,408704,410227,412506,415020,417089,419727,424483,430837,438019,445308,452828,460299,468522,477278,487067,496797,507026,517775,528051,538210,549232,559827,569060,577893,587081,596505,602995,606854,611007,616935,620924,622314,621721,622020,623297,623442,620013,615978,612771,610388,607729,604913,601520,597923,595449,594092,591865,589810,587186,582305,577843,573384,565666,555547,546003,536192,528903,522212,510727,496426,486034,477247,468274,461056,455300,450834,446783,442860,439128,436113,431835,426139,419650,413806,408758,405208,403838,403472,403576,405117,406397,406868,408545,410382,411358,413484,414533,412144,408432,403357,399425,396321,391857,385488,381165,377643,373896,368425,364952,364881,366532,366036,364086,363158,364159,365732,368577,372733,376547,380163,384347,390132,397325,406763,416712,425256,432117,437774,444178,453836,467458,482357,495565,503917,510151,516759,523059,527244,530383,534652,540656,547549,553211,557830,562209,567074,570479,572319,574895,578848,581540,585340,591959,600481,608099,615194,621563,626852,630367,633637,634879,636377,640323,644632,647018,650317,654427,658213,659216,660104,660877,663163,666084,669966,675699,683975,688192,689082,692079,697521,703643,708191,711581,717619,725921,734102,742768,754758,764511,770048
97766,94560,Newark,CA,San Francisco,Alameda,2153,195448,194913,194790,195479,196598,197700,198674,200075,202266,204683,206542,207318,207837,209446,211896,213987,216017,218307,220836,223595,226770,230198,233397,236184,238957,241417,243818,245811,247449,248613,249402,249764,251431,254690,258231,260418,261770,264189,267255,270777,274903,280979,288085,296475,305917,315269,322426,331068,344112,356401,365140,372660,379267,383557,386522,388335,389005,388631,389644,393197,396273,397470,398437,399207,400078,401720,404335,405211,403155,400691,399614,399026,399191,401343,405149,409670,414152,418273,421771,425014,427616,430126,433617,437220,438692,438635,439059,440787,442453,443932,446649,451346,457613,464552,471742,478529,486282,495802,505709,514003,522507,532315,543312,555670,568900,581310,592682,603566,613485,623426,632707,639927,644919,649668,651999,651962,650642,650334,651278,651531,649345,647229,645826,644681,643680,642804,641826,640205,639164,639120,638657,638117,636042,630434,625336,621346,614602,604175,592511,580158,571866,564967,551706,535573,524373,513110,499162,488185,480861,475496,470601,465848,461416,457754,452831,446172,438602,431311,425578,420913,417503,416789,419983,425187,427128,425554,425373,425880,425372,426946,428702,427852,426295,422966,418157,413830,409702,405170,402937,400970,397636,394337,393849,395073,396780,395494,392007,389753,389934,389751,389883,391877,395155,398096,399356,400811,403288,408201,414194,418993,421618,425763,432506,442398,456002,471627,486012,497777,508213,517475,524577,529709,535154,540815,546478,553926,561495,566796,571369,576660,580597,584643,590073,595558,600506,606614,615403,626758,637877,647381,655435,662550,670682,680255,687616,694923,703412,710460,713389,716455,720631,723878,724605,725764,726356,727750,730966,734221,739222,747453,754618,759039,764622,772833,783937,793953,800204,808319,821033,835576,850493,871527,892995,908729
